episode,episode_reward,avg_reward_per_agent,loss,avg_density,collision_count
185,8302.190571500163,103.77738214376666,0.0,11.100216571866174,0.24752218934911244
186,8499.109803275313,106.23887254095594,0.0,11.100216571395919,0.24628944773175543
187,9739.814471576465,121.74768089471904,0.0,11.100216571631046,0.24318293885601577
188,9567.053032515925,119.58816290646021,0.0,11.100216571395919,0.2466346153846154
189,8364.140981095235,104.55176226370527,0.0,11.100216571160793,0.2509368836291913
190,8023.011000569773,100.28763750713752,0.0,11.100216571631046,0.2517258382642998
191,8656.69611372045,108.20870142151848,0.0,11.100216571160793,0.2461415187376726
192,8531.245509057433,106.64056886323127,0.0,11.100216571866174,0.24914940828402368
193,9747.554830782487,121.84443538479395,0.0,11.100216571631046,0.2429733727810651
194,9131.538187091013,114.14422733864842,0.0,11.100216571631046,0.2474112426035503
195,8941.570081692307,111.76962602116551,0.0,11.100216571866174,0.24601824457593688
196,7860.074008044207,98.2509251005654,0.0,11.100216571395919,0.246474358974359
197,10055.283923750261,125.69104904689155,0.0,11.100216571395919,0.2396326429980276
198,10699.983763075332,133.7497970384497,0.0,11.100216571866174,0.23879437869822484
199,10246.148812197629,128.07686015248078,0.0,11.100216571866174,0.23825197238658777
